"Date","Day","Route","Time","Location","Incident","Direction","Vehicle","Delay"
2024-03-16,"Saturday",116,"07:53:42","FINCH STATION","Security","E",6292,0
2024-04-03,"Wednesday",100,"16:05:15","BLOOR AND MANNING","Security","N",8473,0
2024-10-17,"Thursday",84,"11:21:53","MAIN STATION","Mechanical","S",8873,1
2024-01-30,"Tuesday",110,"11:20:38","BLOOR AND MANNING","Security","N",7817,0
2024-08-04,"Sunday",102,"13:06:59","PARLIAMENT AND BLOOR","Mechanical","E",5725,1
2024-06-23,"Sunday",101,"03:31:45","BLOOR AND MANNING","Vision","E",8339,0
2024-11-18,"Monday",97,"14:14:29","KEELE AND GLENLAKE","General Delay","N",8110,0
2024-04-24,"Wednesday",99,"10:55:14","MAIN STATION","Security","S",7225,0
2024-12-03,"Tuesday",92,"03:32:25","KEELE AND GLENLAKE","General Delay","S",6354,0
2024-04-05,"Friday",98,"20:31:11","PARLIAMENT AND BLOOR","Security","N",6154,0
2024-12-23,"Monday",106,"07:00:27","PARLIAMENT AND BLOOR","Vision","N",6815,0
2024-06-18,"Tuesday",83,"00:22:41","BLOOR AND MANNING","Security","E",6384,0
2024-04-05,"Friday",94,"13:09:59","FINCH STATION","Security","E",7524,1
2024-01-26,"Friday",97,"08:50:30","MAIN STATION","Vision","S",5372,0
2024-08-17,"Saturday",112,"09:20:56","BLOOR AND MANNING","Security","E",8067,0
2024-05-27,"Monday",107,"15:03:35","FINCH STATION","Mechanical","N",8006,1
2024-12-15,"Sunday",93,"06:52:05","PARLIAMENT AND BLOOR","Vision","N",6913,0
2024-07-20,"Saturday",92,"13:29:14","BLOOR AND MANNING","Security","E",8611,0
2024-03-21,"Thursday",99,"12:14:04","PARLIAMENT AND BLOOR","Vision","E",7170,0
2024-12-03,"Tuesday",101,"18:53:59","BLOOR AND MANNING","Mechanical","N",6870,1
2024-08-19,"Monday",111,"06:09:14","PARLIAMENT AND BLOOR","Security","N",7453,0
2024-08-30,"Friday",88,"09:35:24","KEELE AND GLENLAKE","Security","E",6531,0
2024-04-15,"Monday",93,"06:01:53","FINCH STATION","Mechanical","N",5937,1
2024-01-11,"Thursday",81,"13:26:27","FINCH STATION","Vision","S",7075,0
2024-04-22,"Monday",105,"14:58:59","PARLIAMENT AND BLOOR","General Delay","N",5584,0
2024-12-29,"Sunday",100,"16:58:34","FINCH STATION","Mechanical","S",9636,1
2024-05-20,"Monday",119,"10:23:43","BLOOR AND MANNING","Vision","N",7281,0
2024-01-31,"Wednesday",91,"09:59:08","MAIN STATION","Security","S",5215,0
2024-04-24,"Wednesday",104,"20:59:11","BLOOR AND MANNING","Mechanical","S",7371,1
2024-10-04,"Friday",97,"14:29:34","MAIN STATION","Security","N",9551,0
2024-04-03,"Wednesday",107,"00:09:31","MAIN STATION","General Delay","S",6830,1
2024-07-20,"Saturday",110,"00:15:04","MAIN STATION","Vision","N",5978,0
2024-01-16,"Tuesday",99,"19:53:29","FINCH STATION","Mechanical","S",7116,1
2024-07-15,"Monday",97,"12:42:12","BLOOR AND MANNING","General Delay","N",5744,0
2024-06-26,"Wednesday",101,"17:31:09","BLOOR AND MANNING","Security","N",6868,0
2024-06-25,"Tuesday",90,"05:53:37","MAIN STATION","Mechanical","N",8238,1
2024-01-12,"Friday",108,"18:07:10","FINCH STATION","General Delay","S",6928,0
2024-03-06,"Wednesday",99,"06:28:52","MAIN STATION","Mechanical","N",8412,1
2024-02-19,"Monday",93,"01:03:44","KEELE AND GLENLAKE","Security","S",7648,0
2024-07-22,"Monday",102,"10:14:31","MAIN STATION","Vision","N",7803,0
2024-06-23,"Sunday",102,"20:11:32","MAIN STATION","Security","W",8972,0
2024-05-13,"Monday",109,"08:49:16","MAIN STATION","Mechanical","N",7140,1
2024-05-01,"Wednesday",121,"20:18:53","BLOOR AND MANNING","Security","W",6194,0
2024-11-10,"Sunday",90,"01:12:57","BLOOR AND MANNING","General Delay","S",6759,0
2024-09-15,"Sunday",96,"13:50:38","BLOOR AND MANNING","Vision","S",6816,0
2024-12-18,"Wednesday",97,"00:04:46","KEELE AND GLENLAKE","General Delay","E",5659,0
2024-09-04,"Wednesday",117,"11:26:05","MAIN STATION","Mechanical","S",6627,1
2024-10-15,"Tuesday",92,"00:55:35","FINCH STATION","Security","S",7963,0
2024-02-17,"Saturday",90,"05:37:41","FINCH STATION","Security","S",7695,0
2024-11-26,"Tuesday",86,"11:24:39","FINCH STATION","Security","S",7269,0
2024-04-09,"Tuesday",122,"00:43:59","PARLIAMENT AND BLOOR","Security","N",6951,0
2024-04-17,"Wednesday",109,"01:58:48","FINCH STATION","Vision","N",8622,0
2024-10-27,"Sunday",98,"11:39:52","BLOOR AND MANNING","Mechanical","W",4649,1
2024-01-10,"Wednesday",104,"08:04:11","KEELE AND GLENLAKE","General Delay","E",7676,0
2024-06-18,"Tuesday",116,"17:59:18","MAIN STATION","Vision","E",7773,0
2024-10-06,"Sunday",108,"19:27:10","MAIN STATION","Vision","S",7211,0
2024-12-13,"Friday",85,"10:11:22","BLOOR AND MANNING","Mechanical","N",5646,1
2024-07-27,"Saturday",105,"00:13:36","MAIN STATION","Security","S",8483,0
2024-11-10,"Sunday",107,"05:18:12","BLOOR AND MANNING","Security","S",8688,0
2024-05-16,"Thursday",91,"02:10:25","PARLIAMENT AND BLOOR","Mechanical","E",8364,1
2024-11-04,"Monday",98,"12:41:54","FINCH STATION","Vision","N",7885,0
2024-04-17,"Wednesday",96,"06:53:42","BLOOR AND MANNING","Vision","S",6781,0
2024-01-08,"Monday",80,"01:16:21","MAIN STATION","Vision","S",6174,0
2024-04-23,"Tuesday",101,"09:54:23","KEELE AND GLENLAKE","Vision","S",6568,0
2024-09-17,"Tuesday",106,"07:53:47","FINCH STATION","Mechanical","N",7632,1
2024-01-29,"Monday",117,"18:51:14","BLOOR AND MANNING","Security","W",6959,0
2024-11-01,"Friday",103,"18:12:42","FINCH STATION","General Delay","E",6385,0
2024-11-21,"Thursday",89,"11:44:08","PARLIAMENT AND BLOOR","Mechanical","N",6807,1
2024-03-14,"Thursday",84,"13:08:47","PARLIAMENT AND BLOOR","Mechanical","N",8775,1
2024-10-08,"Tuesday",101,"09:19:46","MAIN STATION","Mechanical","S",5390,1
2024-03-13,"Wednesday",94,"03:52:41","BLOOR AND MANNING","Vision","N",6599,0
2024-09-23,"Monday",96,"00:56:06","BLOOR AND MANNING","Vision","N",6109,0
2024-09-18,"Wednesday",112,"05:15:20","FINCH STATION","General Delay","N",7437,0
2024-08-11,"Sunday",116,"23:16:22","KEELE AND GLENLAKE","Vision","N",7174,0
2024-07-22,"Monday",100,"23:43:45","FINCH STATION","Mechanical","N",6815,1
2024-07-29,"Monday",90,"00:17:09","BLOOR AND MANNING","General Delay","N",6776,0
2024-08-06,"Tuesday",93,"00:19:16","KEELE AND GLENLAKE","General Delay","S",5150,1
2024-07-02,"Tuesday",103,"18:59:33","KEELE AND GLENLAKE","Vision","S",6529,0
2024-12-17,"Tuesday",102,"22:53:08","PARLIAMENT AND BLOOR","Mechanical","E",5929,1
2024-06-03,"Monday",105,"08:04:29","KEELE AND GLENLAKE","Vision","W",7532,0
2024-04-28,"Sunday",91,"00:05:48","BLOOR AND MANNING","Mechanical","E",7392,1
2024-12-09,"Monday",101,"18:53:25","PARLIAMENT AND BLOOR","Mechanical","N",6745,1
2024-03-07,"Thursday",92,"23:30:10","FINCH STATION","Vision","S",7026,1
2024-04-19,"Friday",84,"22:22:15","MAIN STATION","Vision","N",6352,0
2024-05-13,"Monday",94,"12:14:06","KEELE AND GLENLAKE","Security","S",6205,0
2024-02-05,"Monday",91,"05:01:01","FINCH STATION","Vision","S",8374,0
2024-02-24,"Saturday",96,"10:46:27","FINCH STATION","Security","N",8165,0
2024-08-27,"Tuesday",107,"17:18:17","BLOOR AND MANNING","General Delay","S",5554,0
2024-04-29,"Monday",80,"16:13:45","PARLIAMENT AND BLOOR","Mechanical","E",6858,1
2024-12-15,"Sunday",108,"22:53:24","FINCH STATION","Vision","N",7091,0
2024-10-30,"Wednesday",107,"12:37:29","MAIN STATION","Vision","N",8325,0
2024-01-10,"Wednesday",99,"04:39:57","BLOOR AND MANNING","Security","S",5433,0
2024-06-01,"Saturday",92,"23:08:16","MAIN STATION","Security","N",6675,0
2024-04-09,"Tuesday",117,"23:33:26","PARLIAMENT AND BLOOR","General Delay","S",6937,0
2024-04-14,"Sunday",96,"14:18:05","PARLIAMENT AND BLOOR","Mechanical","W",6241,1
2024-10-07,"Monday",97,"16:37:16","PARLIAMENT AND BLOOR","Mechanical","E",8678,1
2024-06-28,"Friday",108,"06:04:53","MAIN STATION","Security","W",6595,0
2024-10-04,"Friday",118,"09:12:24","KEELE AND GLENLAKE","Mechanical","S",6671,1
2024-08-28,"Wednesday",92,"22:35:26","MAIN STATION","Mechanical","E",5505,1
2024-01-24,"Wednesday",96,"08:53:15","PARLIAMENT AND BLOOR","Mechanical","S",7075,1
2024-06-15,"Saturday",105,"04:01:57","BLOOR AND MANNING","General Delay","N",7348,1
2024-02-16,"Friday",101,"07:28:11","PARLIAMENT AND BLOOR","Security","S",7360,0
2024-07-09,"Tuesday",96,"03:02:27","BLOOR AND MANNING","Security","N",7131,0
2024-02-06,"Tuesday",115,"22:24:22","PARLIAMENT AND BLOOR","Vision","E",7827,1
2024-06-22,"Saturday",92,"12:41:34","BLOOR AND MANNING","Vision","N",7722,0
2024-02-23,"Friday",85,"10:12:19","BLOOR AND MANNING","General Delay","S",7423,0
2024-10-29,"Tuesday",121,"04:32:36","BLOOR AND MANNING","General Delay","N",7819,0
2024-07-25,"Thursday",114,"22:12:44","FINCH STATION","Mechanical","E",7554,1
2024-01-19,"Friday",94,"10:57:31","MAIN STATION","Mechanical","E",8144,1
2024-07-18,"Thursday",102,"09:09:18","BLOOR AND MANNING","Mechanical","N",7901,1
2024-06-07,"Friday",104,"14:24:45","BLOOR AND MANNING","General Delay","E",6342,0
2024-02-06,"Tuesday",98,"22:41:04","BLOOR AND MANNING","Vision","S",6850,0
2024-04-12,"Friday",89,"12:07:06","BLOOR AND MANNING","Security","S",6640,0
2024-08-31,"Saturday",84,"07:49:02","PARLIAMENT AND BLOOR","Security","E",5798,0
2024-02-17,"Saturday",109,"10:43:06","MAIN STATION","Security","N",6695,0
2024-07-06,"Saturday",92,"08:59:47","BLOOR AND MANNING","Mechanical","N",6870,1
2024-05-18,"Saturday",91,"09:06:14","KEELE AND GLENLAKE","Vision","N",5199,0
2024-10-25,"Friday",99,"20:37:04","KEELE AND GLENLAKE","Security","E",5727,0
2024-06-06,"Thursday",94,"18:23:10","PARLIAMENT AND BLOOR","Vision","N",7490,0
2024-07-07,"Sunday",94,"01:11:13","FINCH STATION","General Delay","S",7531,0
2024-11-06,"Wednesday",100,"09:50:50","KEELE AND GLENLAKE","Mechanical","N",5862,1
2024-07-07,"Sunday",102,"01:35:55","FINCH STATION","Mechanical","N",7918,1
2024-02-26,"Monday",82,"11:38:59","FINCH STATION","Mechanical","S",7726,1
2024-02-07,"Wednesday",97,"08:16:41","BLOOR AND MANNING","Mechanical","E",7389,1
2024-03-24,"Sunday",93,"10:57:41","FINCH STATION","Vision","N",7726,0
2024-11-14,"Thursday",97,"21:52:00","MAIN STATION","Mechanical","N",6169,1
2024-06-22,"Saturday",117,"00:07:27","MAIN STATION","General Delay","S",7414,0
2024-11-29,"Friday",88,"11:08:23","MAIN STATION","Security","N",6913,0
2024-11-21,"Thursday",115,"21:24:55","BLOOR AND MANNING","Security","N",8624,0
2024-05-09,"Thursday",104,"07:28:12","BLOOR AND MANNING","Vision","S",6936,0
2024-04-29,"Monday",98,"18:34:28","PARLIAMENT AND BLOOR","Vision","E",9415,0
2024-07-18,"Thursday",97,"16:50:05","FINCH STATION","Vision","S",7276,0
2024-11-26,"Tuesday",96,"07:38:45","FINCH STATION","General Delay","E",6602,0
2024-01-21,"Sunday",98,"18:14:16","KEELE AND GLENLAKE","General Delay","E",6908,0
2024-07-17,"Wednesday",97,"12:15:19","KEELE AND GLENLAKE","Vision","E",6000,0
2024-03-27,"Wednesday",92,"08:17:50","BLOOR AND MANNING","Mechanical","N",6456,1
2024-03-12,"Tuesday",94,"20:19:19","FINCH STATION","Security","S",5784,0
2024-11-10,"Sunday",100,"01:15:51","BLOOR AND MANNING","General Delay","N",7416,0
2024-07-20,"Saturday",103,"22:07:20","PARLIAMENT AND BLOOR","Mechanical","E",6348,1
2024-06-13,"Thursday",93,"05:01:54","BLOOR AND MANNING","Vision","N",6103,0
2024-03-21,"Thursday",89,"02:37:01","FINCH STATION","General Delay","S",7149,0
2024-02-24,"Saturday",118,"18:17:32","KEELE AND GLENLAKE","Security","N",6401,1
2024-05-13,"Monday",130,"10:45:51","MAIN STATION","Mechanical","S",7245,1
2024-08-31,"Saturday",97,"13:09:29","BLOOR AND MANNING","General Delay","E",5337,0
2024-01-06,"Saturday",102,"07:07:53","KEELE AND GLENLAKE","Mechanical","W",5350,1
2024-05-07,"Tuesday",114,"01:53:15","PARLIAMENT AND BLOOR","Security","S",6278,0
2024-06-04,"Tuesday",96,"15:09:45","MAIN STATION","Mechanical","N",3561,1
2024-10-14,"Monday",89,"22:04:45","PARLIAMENT AND BLOOR","Mechanical","W",7748,1
2024-02-18,"Sunday",93,"13:12:00","MAIN STATION","General Delay","W",5776,0
2024-08-14,"Wednesday",104,"13:55:17","KEELE AND GLENLAKE","Mechanical","S",8547,1
2024-08-26,"Monday",105,"18:22:39","KEELE AND GLENLAKE","General Delay","S",5353,0
2024-12-05,"Thursday",96,"20:13:36","BLOOR AND MANNING","General Delay","N",7834,0
2024-07-11,"Thursday",113,"16:32:43","BLOOR AND MANNING","Security","S",7176,1
2024-07-15,"Monday",81,"09:05:45","BLOOR AND MANNING","Security","E",8253,0
2024-10-29,"Tuesday",111,"13:19:44","MAIN STATION","Security","S",6495,0
2024-05-27,"Monday",95,"00:30:37","MAIN STATION","Mechanical","N",5754,1
2024-07-08,"Monday",97,"10:42:30","FINCH STATION","Mechanical","W",6121,1
2024-04-21,"Sunday",109,"10:57:10","KEELE AND GLENLAKE","Security","W",5726,0
2024-07-09,"Tuesday",97,"19:28:11","PARLIAMENT AND BLOOR","Security","N",7690,0
2024-04-28,"Sunday",81,"04:00:17","MAIN STATION","General Delay","W",7201,1
2024-04-24,"Wednesday",99,"08:04:27","BLOOR AND MANNING","Mechanical","E",6399,1
2024-01-10,"Wednesday",106,"07:27:07","FINCH STATION","Security","N",8279,1
2024-04-24,"Wednesday",105,"13:50:09","MAIN STATION","Vision","S",7547,0
2024-02-28,"Wednesday",96,"09:43:21","KEELE AND GLENLAKE","Vision","N",7983,1
2024-10-31,"Thursday",100,"22:30:39","BLOOR AND MANNING","Vision","N",7710,0
2024-03-01,"Friday",96,"04:39:13","KEELE AND GLENLAKE","Mechanical","N",4152,1
2024-04-17,"Wednesday",97,"04:21:21","BLOOR AND MANNING","Security","S",6315,0
2024-10-18,"Friday",81,"05:48:16","KEELE AND GLENLAKE","Mechanical","S",7563,1
2024-01-23,"Tuesday",112,"20:34:01","BLOOR AND MANNING","Mechanical","N",8553,1
2024-04-24,"Wednesday",103,"04:49:59","KEELE AND GLENLAKE","Mechanical","N",7134,1
2024-03-28,"Thursday",93,"20:13:19","KEELE AND GLENLAKE","General Delay","S",6164,0
2024-05-11,"Saturday",97,"08:14:42","FINCH STATION","Security","N",7415,0
2024-07-04,"Thursday",111,"19:22:29","KEELE AND GLENLAKE","Mechanical","E",7633,1
2024-09-07,"Saturday",96,"21:16:15","KEELE AND GLENLAKE","General Delay","N",6987,0
2024-07-21,"Sunday",103,"13:06:54","MAIN STATION","Security","N",7684,0
2024-09-02,"Monday",115,"17:08:43","FINCH STATION","General Delay","E",6994,0
2024-09-02,"Monday",110,"16:11:04","MAIN STATION","Security","S",7472,0
2024-06-26,"Wednesday",111,"18:52:02","KEELE AND GLENLAKE","Mechanical","N",5673,1
2024-09-07,"Saturday",93,"08:48:54","BLOOR AND MANNING","General Delay","S",7388,0
2024-02-17,"Saturday",74,"17:32:44","MAIN STATION","Security","E",9062,1
2024-05-10,"Friday",129,"05:43:29","FINCH STATION","Vision","S",4831,0
2024-02-02,"Friday",113,"01:34:42","PARLIAMENT AND BLOOR","General Delay","N",6285,0
2024-06-10,"Monday",103,"00:51:02","KEELE AND GLENLAKE","Vision","E",6924,0
2024-11-17,"Sunday",110,"00:07:44","MAIN STATION","Security","S",6527,0
2024-03-04,"Monday",103,"17:10:19","PARLIAMENT AND BLOOR","Vision","E",7173,0
2024-06-16,"Sunday",112,"12:31:05","BLOOR AND MANNING","Security","S",8350,0
2024-10-02,"Wednesday",100,"03:47:19","FINCH STATION","Security","N",7037,0
2024-03-18,"Monday",91,"23:27:12","MAIN STATION","General Delay","S",7184,0
2024-06-01,"Saturday",101,"12:36:59","MAIN STATION","Mechanical","N",7193,1
2024-07-17,"Wednesday",106,"04:47:46","MAIN STATION","Vision","S",6406,0
2024-04-04,"Thursday",100,"10:14:17","BLOOR AND MANNING","Vision","S",5920,0
2024-12-07,"Saturday",98,"00:37:35","FINCH STATION","Vision","N",5968,0
2024-08-08,"Thursday",106,"14:18:09","KEELE AND GLENLAKE","Security","N",8387,0
2024-07-02,"Tuesday",102,"16:41:35","FINCH STATION","Mechanical","N",5491,1
2024-06-09,"Sunday",103,"23:17:41","BLOOR AND MANNING","Security","S",7950,0
2024-04-17,"Wednesday",93,"09:28:58","PARLIAMENT AND BLOOR","Vision","S",7319,1
2024-08-29,"Thursday",110,"13:45:22","PARLIAMENT AND BLOOR","Security","E",6573,0
2024-06-29,"Saturday",90,"01:54:00","PARLIAMENT AND BLOOR","Vision","S",6463,0
2024-10-28,"Monday",88,"19:49:44","KEELE AND GLENLAKE","Security","N",7557,0
2024-01-24,"Wednesday",104,"03:18:14","KEELE AND GLENLAKE","Security","S",6375,0
2024-11-11,"Monday",99,"11:48:21","FINCH STATION","General Delay","N",7773,0
2024-08-16,"Friday",99,"14:01:42","FINCH STATION","Security","N",5393,0
2024-08-11,"Sunday",122,"16:15:06","FINCH STATION","Security","N",8608,0
2024-09-29,"Sunday",99,"04:12:13","FINCH STATION","General Delay","S",6448,0
2024-07-05,"Friday",99,"20:35:51","BLOOR AND MANNING","Mechanical","W",7388,1
2024-06-19,"Wednesday",119,"11:05:09","MAIN STATION","Mechanical","S",5391,1
2024-01-23,"Tuesday",103,"08:59:14","KEELE AND GLENLAKE","Mechanical","S",6805,1
2024-08-05,"Monday",107,"06:21:34","BLOOR AND MANNING","Security","N",5511,0
2024-10-27,"Sunday",101,"09:43:40","PARLIAMENT AND BLOOR","Mechanical","N",4147,1
2024-05-15,"Wednesday",91,"03:23:20","MAIN STATION","Security","E",7686,0
2024-03-19,"Tuesday",94,"02:42:09","FINCH STATION","Mechanical","S",6726,1
2024-06-12,"Wednesday",100,"12:50:17","KEELE AND GLENLAKE","General Delay","W",7022,0
2024-08-24,"Saturday",108,"13:14:58","BLOOR AND MANNING","Vision","S",7004,0
2024-03-07,"Thursday",115,"19:46:48","KEELE AND GLENLAKE","General Delay","S",8017,0
2024-10-21,"Monday",102,"00:41:12","PARLIAMENT AND BLOOR","Vision","S",6177,0
2024-08-05,"Monday",96,"13:17:27","BLOOR AND MANNING","Vision","S",7911,0
2024-10-10,"Thursday",113,"08:03:38","PARLIAMENT AND BLOOR","General Delay","E",8472,0
2024-07-27,"Saturday",100,"10:41:05","BLOOR AND MANNING","Security","N",7591,0
2024-03-27,"Wednesday",105,"12:35:27","FINCH STATION","Security","E",5674,0
2024-06-29,"Saturday",89,"05:53:59","PARLIAMENT AND BLOOR","Mechanical","S",7911,1
2024-12-23,"Monday",98,"06:35:38","PARLIAMENT AND BLOOR","Security","S",7758,0
2024-05-17,"Friday",113,"20:02:04","FINCH STATION","Vision","E",8152,0
2024-12-30,"Monday",94,"21:50:39","FINCH STATION","Mechanical","E",6498,1
2024-12-23,"Monday",103,"06:23:50","BLOOR AND MANNING","Mechanical","E",8090,1
2024-02-10,"Saturday",101,"18:28:55","MAIN STATION","General Delay","N",6800,0
2024-05-08,"Wednesday",104,"14:19:35","MAIN STATION","General Delay","N",9113,0
2024-12-01,"Sunday",97,"10:03:41","KEELE AND GLENLAKE","Security","E",6144,0
2024-08-19,"Monday",103,"19:32:56","PARLIAMENT AND BLOOR","Vision","S",6498,0
2024-11-29,"Friday",93,"00:14:21","MAIN STATION","Vision","S",6225,0
2024-08-05,"Monday",106,"13:47:42","FINCH STATION","Mechanical","S",5079,1
2024-11-23,"Saturday",104,"07:46:13","FINCH STATION","Mechanical","N",6858,1
2024-05-06,"Monday",90,"18:34:49","KEELE AND GLENLAKE","Vision","W",5314,0
2024-02-10,"Saturday",97,"15:14:23","PARLIAMENT AND BLOOR","Mechanical","S",7166,1
2024-09-20,"Friday",104,"06:58:09","BLOOR AND MANNING","Security","E",6946,1
2024-07-03,"Wednesday",91,"22:02:10","KEELE AND GLENLAKE","Mechanical","N",8384,1
2024-07-19,"Friday",118,"04:30:22","KEELE AND GLENLAKE","Security","S",7327,0
2024-02-21,"Wednesday",90,"13:50:19","MAIN STATION","General Delay","E",6183,0
2024-08-12,"Monday",102,"10:50:00","FINCH STATION","Vision","N",6433,0
2024-03-07,"Thursday",105,"19:22:13","PARLIAMENT AND BLOOR","Mechanical","S",6789,1
2024-06-16,"Sunday",86,"23:23:45","PARLIAMENT AND BLOOR","General Delay","S",8051,0
2024-09-14,"Saturday",92,"05:10:42","MAIN STATION","General Delay","E",6555,0
2024-03-05,"Tuesday",112,"23:30:43","BLOOR AND MANNING","General Delay","N",7366,0
2024-01-29,"Monday",93,"23:07:18","BLOOR AND MANNING","Vision","E",7344,0
2024-01-20,"Saturday",98,"14:19:00","BLOOR AND MANNING","Mechanical","N",8181,1
2024-07-24,"Wednesday",101,"23:21:06","MAIN STATION","Security","N",8039,0
2024-05-03,"Friday",96,"09:49:32","PARLIAMENT AND BLOOR","Mechanical","S",7367,1
2024-03-20,"Wednesday",100,"20:30:29","BLOOR AND MANNING","General Delay","N",6996,0
2024-09-19,"Thursday",107,"03:54:32","KEELE AND GLENLAKE","General Delay","S",6266,1
2024-08-15,"Thursday",86,"17:53:06","BLOOR AND MANNING","Vision","S",6297,0
2024-02-14,"Wednesday",99,"20:23:37","MAIN STATION","General Delay","S",7858,0
2024-11-27,"Wednesday",104,"10:38:22","PARLIAMENT AND BLOOR","Security","N",7043,1
2024-10-07,"Monday",101,"03:13:40","MAIN STATION","Vision","N",7937,0
2024-03-31,"Sunday",103,"13:43:29","PARLIAMENT AND BLOOR","Security","N",7384,0
2024-05-20,"Monday",91,"08:10:32","FINCH STATION","Security","N",7475,0
2024-05-17,"Friday",98,"22:57:55","BLOOR AND MANNING","General Delay","W",8408,0
2024-04-03,"Wednesday",97,"00:18:35","PARLIAMENT AND BLOOR","Mechanical","N",7322,1
2024-05-06,"Monday",108,"05:38:57","BLOOR AND MANNING","Mechanical","N",7375,1
2024-09-24,"Tuesday",97,"16:26:01","KEELE AND GLENLAKE","General Delay","W",7741,0
2024-01-08,"Monday",84,"23:23:00","KEELE AND GLENLAKE","Vision","S",8667,0
2024-11-22,"Friday",104,"02:33:09","KEELE AND GLENLAKE","General Delay","S",5121,0
2024-09-27,"Friday",102,"06:38:07","MAIN STATION","Vision","N",6583,0
2024-03-23,"Saturday",103,"09:42:26","MAIN STATION","Security","N",6970,0
2024-08-22,"Thursday",101,"00:45:32","KEELE AND GLENLAKE","Vision","E",4823,0
2024-06-15,"Saturday",89,"09:05:30","MAIN STATION","Mechanical","N",8135,1
2024-09-11,"Wednesday",100,"23:40:29","BLOOR AND MANNING","General Delay","E",7441,0
2024-03-27,"Wednesday",104,"17:43:09","MAIN STATION","Security","N",7398,0
2024-05-01,"Wednesday",97,"22:10:16","FINCH STATION","Security","E",4475,0
2024-03-11,"Monday",108,"20:15:25","FINCH STATION","Mechanical","S",6684,1
2024-09-16,"Monday",94,"14:53:42","BLOOR AND MANNING","Vision","N",7360,0
